Date,W0000_0600,W0601_1200,W1201_1800,W1801_2359,WS1,WS2,WS3,WS4,AS0000_0600,AS0601_1200,AS1201_1800,AS1801_2359,P_Value(in),A_Total,Accident
5/16/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,3,0,0,0,89.79,1,TRUE
5/17/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,149.88,0,FALSE
5/18/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,2,2,2,149.76,3,TRUE
5/19/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,2,2,2,0,89.91,9,TRUE
5/20/2017,Precipitation,Rain,Precipitation,Precipitation,UNK,Light,UNK,UNK,0,0,0,0,89.59,0,FALSE
5/21/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,0,0,0,0,0,FALSE
5/22/2017,Clear,Precipitation,Rain,Precipitation,NA,UNK,Light,UNK,0,2,2,0,331.1,2,TRUE
5/23/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,0,2,2,0,179.8,3,TRUE
5/24/2017,Precipitation,Precipitation,Precipitation,Clear,UNK,UNK,UNK,NA,2,0,2,0,139.9,5,TRUE
5/25/2017,Clear,Rain,Rain,Rain,NA,Light,Light,Light,0,2,2,0,220.78,2,TRUE
5/26/2017,Precipitation,Precipitation,Precipitation,Precipitation,UNK,UNK,UNK,UNK,2,3,0,0,220.26,2,TRUE
5/27/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,89.83,0,FALSE
5/28/2017,Clear,Clear,Fog,Precipitation,NA,NA,Moderate,UNK,0,0,0,0,29.97,0,FALSE
5/29/2017,Clear,Rain,Rain,Clear,NA,Light,Light,NA,4,0,0,0,139.98,1,TRUE
5/30/2017,Clear,Clear,Precipitation,Rain,NA,NA,UNK,Light,0,2,0,3,10.05,2,TRUE
5/31/2017,Precipitation,Clear,Precipitation,Clear,UNK,NA,UNK,NA,0,3,2,0,69.95,2,TRUE
6/1/2017,Rain,Clear,Precipitation,Precipitation,Light,NA,UNK,UNK,0,0,2,0,89.61,1,TRUE
6/2/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,0,0,0,29.97,0,FALSE
6/3/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,79.94,0,FALSE
6/4/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,29.97,0,FALSE
6/5/2017,Rain,Precipitation,Precipitation,Precipitation,Light,UNK,UNK,UNK,0,2,0,0,239.84,1,TRUE
6/6/2017,Clear,Clear,Precipitation,Rain,NA,NA,UNK,Light,0,0,2,0,59.97,1,TRUE
6/7/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,2,0,0,79.9,1,TRUE
6/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
6/9/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,2,0,0,159.81,2,TRUE
6/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
6/11/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,49.89,0,FALSE
6/12/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,2,0,229.4,1,TRUE
6/13/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,0,2,3,0,89.88,2,TRUE
6/14/2017,Clear,Precipitation,Precipitation,Precipitation,NA,UNK,UNK,UNK,3,0,3,0,150.83,4,TRUE
6/15/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,2,2,2,189.76,6,TRUE
6/16/2017,Clear,Clear,Clear,Fog,NA,NA,NA,Moderate,0,0,0,0,0,0,FALSE
6/17/2017,Clear,Clear,Fog,Precipitation,NA,NA,Severe,UNK,0,0,0,0,96.75,0,FALSE
6/18/2017,Rain,Clear,Rain,Clear,Light,NA,Light,NA,0,0,0,0,0,0,FALSE
6/19/2017,Rain,Clear,Precipitation,Rain,Light,NA,UNK,Light,0,2,0,0,32.35,2,TRUE
6/20/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,0,2,0,0.09,5,TRUE
6/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,2,TRUE
6/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,2,TRUE
6/23/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,2,0,0,0,2,TRUE
6/24/2017,Rain,Rain,Rain,Clear,Light,Heavy,Moderate,NA,0,0,0,0,3.07,0,FALSE
6/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,3,TRUE
6/26/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,3,0,0,99.82,1,TRUE
6/27/2017,Precipitation,Rain,Precipitation,Precipitation,UNK,Light,UNK,UNK,0,0,0,0,119.96,0,FALSE
6/28/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,2,0,179.7,1,TRUE
6/29/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,4,2,2,0,109.69,4,TRUE
6/30/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,2,0,0,0,59.84,2,TRUE
7/1/2017,Rain,Clear,Precipitation,Rain,Light,NA,UNK,Light,0,0,0,0,60.04,0,FALSE
7/2/2017,Precipitation,Cold,Clear,Clear,UNK,Severe,NA,NA,0,0,0,0,31.41,0,FALSE
7/3/2017,Clear,Clear,Precipitation,Rain,NA,NA,UNK,Light,0,0,0,0,29.99,0,FALSE
7/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/5/2017,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,0,0,2,0,0,1,TRUE
7/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,3,0,2,TRUE
7/7/2017,Clear,Precipitation,Rain,Precipitation,NA,UNK,Heavy,UNK,0,0,0,0,143.96,0,FALSE
7/8/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,0,32.72,0,FALSE
7/9/2017,Precipitation,Clear,Clear,Rain,UNK,NA,NA,Light,0,3,0,0,89.85,1,TRUE
7/10/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,4,2,2,3,229.59,5,TRUE
7/11/2017,Fog,Clear,Precipitation,Precipitation,Severe,NA,UNK,UNK,0,2,2,0,59.89,4,TRUE
7/12/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,2,2,89.91,2,TRUE
7/13/2017,Rain,Clear,Precipitation,Rain,Light,NA,UNK,Light,0,2,3,0,169.79,2,TRUE
7/14/2017,Precipitation,Rain,Rain,Precipitation,UNK,Light,Light,UNK,0,2,4,0,210.36,2,TRUE
7/15/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,4,0,0,0,119.9,1,TRUE
7/16/2017,Precipitation,Precipitation,Clear,Clear,UNK,UNK,NA,NA,0,0,0,0,39.93,0,FALSE
7/17/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,2,2,0,0,3,TRUE
7/18/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,2,0,0,1,TRUE
7/19/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,2,2,2,29.97,6,TRUE
7/20/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,0,0,0,0,79.91,0,FALSE
7/21/2017,Precipitation,Clear,Precipitation,Clear,UNK,NA,UNK,NA,2,0,2,0,89.93,2,TRUE
7/22/2017,Precipitation,Clear,Clear,Rain,UNK,NA,NA,Light,0,0,0,0,19.98,0,FALSE
7/23/2017,Precipitation,Precipitation,Fog,Fog,UNK,UNK,Moderate,Moderate,0,0,0,0,122.19,0,FALSE
7/24/2017,Clear,Rain,Precipitation,Clear,NA,Light,UNK,NA,0,0,0,0,202.46,0,FALSE
7/25/2017,Rain,Clear,Precipitation,Clear,Light,NA,UNK,NA,3,0,0,0,29.97,1,TRUE
7/26/2017,Clear,Clear,Precipitation,Clear,NA,NA,UNK,NA,0,2,4,0,19.96,2,TRUE
7/27/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,3,0,0,89.91,1,TRUE
7/28/2017,Clear,Clear,Fog,Precipitation,NA,NA,Moderate,UNK,2,2,2,0,59.97,4,TRUE
7/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
7/31/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,3,2,2,0,89.88,5,TRUE
8/1/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,2,0,249.73,4,TRUE
8/2/2017,Precipitation,Clear,Fog,Precipitation,UNK,NA,Severe,UNK,0,3,2,2,151.66,3,TRUE
8/3/2017,Rain,Clear,Fog,Rain,Light,NA,Moderate,Light,0,0,2,0,59.94,2,TRUE
8/4/2017,Rain,Rain,Precipitation,Clear,Light,Light,UNK,NA,0,2,0,0,91.87,2,TRUE
8/5/2017,Clear,Rain,Precipitation,Precipitation,NA,Light,UNK,UNK,0,0,0,3,90.74,4,TRUE
8/6/2017,Clear,Clear,Precipitation,Clear,NA,NA,UNK,NA,0,0,0,0,29.97,0,FALSE
8/7/2017,Rain,Clear,Rain,Rain,Light,NA,Light,Light,4,0,2,0,292.12,3,TRUE
8/8/2017,Precipitation,Precipitation,Clear,Clear,UNK,UNK,NA,NA,0,0,0,0,110.08,0,FALSE
8/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
8/10/2017,Precipitation,Clear,Clear,Clear,UNK,NA,NA,NA,0,0,2,0,29.88,3,TRUE
8/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,3,TRUE
8/12/2017,Rain,Precipitation,Precipitation,Clear,Light,UNK,UNK,NA,0,0,0,0,100.06,0,FALSE
8/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
8/14/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,0,0,0,59.97,0,FALSE
8/15/2017,Clear,Rain,Rain,Rain,NA,Light,Light,Light,2,0,2,0,71.02,2,TRUE
8/16/2017,Precipitation,Clear,Clear,Rain,UNK,NA,NA,Light,0,2,4,0,49.95,3,TRUE
8/17/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,0,2,2,0,89.88,2,TRUE
8/18/2017,Rain,Rain,Precipitation,Rain,Light,Light,UNK,Light,0,2,0,0,122.76,1,TRUE
8/19/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,0,0,89.9,0,FALSE
8/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,2,TRUE
8/21/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,2,0,0,49.95,1,TRUE
8/22/2017,Clear,Clear,Fog,Fog,NA,NA,Moderate,Moderate,0,4,2,0,0,3,TRUE
8/23/2017,Rain,Precipitation,Precipitation,Precipitation,Moderate,UNK,UNK,UNK,2,0,0,0,140.74,1,TRUE
8/24/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,2,2,2,3,39.92,4,TRUE
8/25/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,0,2,0,29.97,1,TRUE
8/26/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,0,0,4,49.92,1,TRUE
8/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,1,TRUE
8/28/2017,Clear,Clear,Clear,Fog,NA,NA,NA,Moderate,0,0,0,0,0,0,FALSE
8/29/2017,Rain,Clear,Rain,Rain,Light,NA,Light,Light,0,0,2,0,120.27,3,TRUE
8/30/2017,Rain,Precipitation,Precipitation,Rain,Light,UNK,UNK,Light,3,2,0,0,229.99,2,TRUE
8/31/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,2,0,139.74,3,TRUE
9/1/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,4,0,0,129.85,2,TRUE
9/2/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,3,0,0,3,0.14,2,TRUE
9/3/2017,Rain,Precipitation,Precipitation,Precipitation,Light,UNK,UNK,UNK,0,0,0,3,342.84,1,TRUE
9/4/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,4,0,2,0,39.96,3,TRUE
9/5/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,4,0,0,19.98,1,TRUE
9/6/2017,Rain,Rain,Precipitation,Rain,Light,Light,UNK,Light,3,0,0,0,109.85,1,TRUE
9/7/2017,Precipitation,Rain,Precipitation,Clear,UNK,Light,UNK,NA,0,2,3,0,190.61,4,TRUE
9/8/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,2,0,159.66,1,TRUE
9/9/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,0,0,99.87,0,FALSE
9/10/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,4,2,0,30,3,TRUE
9/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,4,3,0,0,4,TRUE
9/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,0,2,TRUE
9/13/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,4,2,2,0,90.1,4,TRUE
9/14/2017,Precipitation,Clear,Clear,Clear,UNK,NA,NA,NA,2,0,4,0,29.82,2,TRUE
9/15/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,3,0,89.9,2,TRUE
9/16/2017,Clear,Clear,Fog,Fog,NA,NA,Moderate,Moderate,0,0,0,0,29.97,0,FALSE
9/17/2017,Clear,Clear,Fog,Fog,NA,NA,Moderate,Moderate,0,0,3,0,0,1,TRUE
9/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
9/19/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,2,0,0,90.17,1,TRUE
9/20/2017,Rain,Clear,Precipitation,Precipitation,Light,NA,UNK,UNK,0,0,2,0,119.94,2,TRUE
9/21/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,2,3,2,0,59.7,3,TRUE
9/22/2017,Precipitation,Clear,Precipitation,Clear,UNK,NA,UNK,NA,2,0,0,0,59.94,3,TRUE
9/23/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,0,0,0,0,59.82,0,FALSE
9/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,4,4,2,0,3,TRUE
9/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,4,0,0,2,TRUE
9/26/2017,Clear,Clear,Fog,Precipitation,NA,NA,Moderate,UNK,0,2,0,0,29.97,1,TRUE
9/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,2,TRUE
9/28/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,2,0,0,39.92,1,TRUE
9/29/2017,Precipitation,Clear,Precipitation,Clear,UNK,NA,UNK,NA,0,2,2,0,119.79,3,TRUE
9/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/1/2017,Clear,Precipitation,Clear,Clear,NA,UNK,NA,NA,0,0,0,0,29.97,0,FALSE
10/2/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,2,2,0,30,5,TRUE
10/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,2,TRUE
10/4/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,3,0,0,59.97,1,TRUE
10/5/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,2,2,0,19.96,2,TRUE
10/6/2017,Rain,Clear,Precipitation,Precipitation,Light,NA,UNK,UNK,0,2,0,0,89.85,3,TRUE
10/7/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,0,FALSE
10/8/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,180.09,0,FALSE
10/9/2017,Precipitation,Rain,Rain,Precipitation,UNK,Light,Moderate,UNK,0,0,3,0,170.39,1,TRUE
10/10/2017,Precipitation,Precipitation,Precipitation,Precipitation,UNK,UNK,UNK,UNK,0,2,2,0,159.75,4,TRUE
10/11/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,3,2,2,0,29.99,4,TRUE
10/12/2017,Rain,Rain,Rain,Clear,Light,Light,Light,NA,2,4,0,0,99.98,5,TRUE
10/13/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,0,2,0,59.94,1,TRUE
10/14/2017,Precipitation,Precipitation,Precipitation,Precipitation,UNK,UNK,UNK,UNK,0,0,0,0,119.92,0,FALSE
10/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,2,TRUE
10/16/2017,Clear,Rain,Precipitation,Clear,NA,Light,UNK,NA,0,0,0,0,29.98,0,FALSE
10/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,3,0,4,TRUE
10/18/2017,Clear,Clear,Fog,Fog,NA,NA,Moderate,Moderate,0,3,2,3,0,3,TRUE
10/19/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,3,0,3,69.92,2,TRUE
10/20/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,0,2,0,2,59.91,2,TRUE
10/21/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,0,0,0,0,89.91,0,FALSE
10/22/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,0,FALSE
10/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,2,TRUE
10/24/2017,Clear,Clear,Rain,Precipitation,NA,NA,Light,UNK,0,2,2,0,140,2,TRUE
10/25/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,0,0,239.65,0,FALSE
10/26/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,0,0,179.72,0,FALSE
10/27/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,2,3,0,149.77,3,TRUE
10/28/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,149.69,0,FALSE
10/29/2017,Rain,Precipitation,Rain,Rain,Light,UNK,Moderate,Light,0,0,0,3,324.08,1,TRUE
10/30/2017,Precipitation,Rain,Precipitation,Precipitation,UNK,Light,UNK,UNK,0,3,0,0,342.17,3,TRUE
10/31/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,4,0,0,0,159.82,1,TRUE
11/1/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,2,0,2,0,119.9,2,TRUE
11/2/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,2,0,2,0,59.94,4,TRUE
11/3/2017,Precipitation,Clear,Clear,Precipitation,UNK,NA,NA,UNK,4,2,2,0,109.86,3,TRUE
11/4/2017,Precipitation,Clear,Precipitation,Clear,UNK,NA,UNK,NA,0,0,0,0,59.91,0,FALSE
11/5/2017,Clear,Precipitation,Precipitation,Clear,NA,UNK,UNK,NA,0,0,0,0,59.94,0,FALSE
11/6/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,3,2,0,59.96,3,TRUE
11/7/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,50.6,0,FALSE
11/8/2017,Rain,Precipitation,Precipitation,Precipitation,Light,UNK,UNK,UNK,0,2,2,0,200.09,3,TRUE
11/9/2017,Precipitation,Clear,Fog,Precipitation,UNK,NA,Moderate,UNK,0,0,3,0,59.94,1,TRUE
11/10/2017,Rain,Clear,Precipitation,Precipitation,Light,NA,UNK,UNK,2,2,0,0,79.88,3,TRUE
11/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/12/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,119.91,0,FALSE
11/13/2017,Clear,Clear,Precipitation,Clear,NA,NA,UNK,NA,3,2,2,4,90.03,7,TRUE
11/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
11/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,1,TRUE
11/16/2017,Precipitation,Rain,Precipitation,Clear,UNK,Light,UNK,NA,4,0,0,0,160.42,2,TRUE
11/17/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,2,0,99.75,1,TRUE
11/18/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,50.14,0,FALSE
11/19/2017,Precipitation,Rain,Precipitation,Cold,UNK,Light,UNK,Severe,0,0,0,0,260.05,0,FALSE
11/20/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,2,0,179.59,1,TRUE
11/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
11/22/2017,Clear,Rain,Precipitation,Precipitation,NA,Light,UNK,UNK,2,0,2,0,180.32,6,TRUE
11/23/2017,Clear,Clear,Precipitation,Clear,NA,NA,UNK,NA,0,2,2,0,9.99,2,TRUE
11/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/26/2017,Clear,Clear,Precipitation,Clear,NA,NA,UNK,NA,0,0,0,0,29.97,0,FALSE
11/27/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,2,3,0,29.97,3,TRUE
11/28/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,2,0,0,29.96,1,TRUE
11/29/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,0,2,0,139.44,1,TRUE
11/30/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,3,2,0,30.01,3,TRUE
12/1/2017,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,2,0,0,0,209.79,2,TRUE
12/2/2017,Clear,Clear,Precipitation,Clear,NA,NA,UNK,NA,0,0,0,0,29.97,0,FALSE
12/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/4/2017,Clear,Clear,Fog,Precipitation,NA,NA,Moderate,UNK,2,3,3,0,29.97,5,TRUE
12/5/2017,Rain,Clear,Precipitation,Rain,Light,NA,UNK,Light,2,2,2,0,69.94,5,TRUE
12/6/2017,Precipitation,Precipitation,Clear,Precipitation,UNK,UNK,NA,UNK,0,0,2,0,232,4,TRUE
12/7/2017,Precipitation,Clear,Clear,Clear,UNK,NA,NA,NA,2,4,0,0,19.98,2,TRUE
12/8/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,3,0,79.92,1,TRUE
12/9/2017,Rain,Clear,Snow,Rain,Light,NA,Light,Light,0,0,0,0,30.2,0,FALSE
12/10/2017,Precipitation,Precipitation,Fog,Clear,UNK,UNK,Moderate,NA,0,0,4,0,80.1,1,TRUE
12/11/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,2,2,0,149.71,3,TRUE
12/12/2017,Precipitation,Clear,Cold,Rain,UNK,NA,Severe,Light,0,2,0,0,29.97,1,TRUE
12/13/2017,Snow,Clear,Precipitation,Precipitation,Light,NA,UNK,UNK,0,2,2,2,159.85,4,TRUE
12/14/2017,Snow,Snow,Precipitation,Clear,Light,Light,UNK,NA,0,0,2,0,30.04,1,TRUE
12/15/2017,Snow,Clear,Clear,Snow,Light,NA,NA,Light,2,0,3,0,0.12,4,TRUE
12/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
12/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/18/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,2,0,2,0,0,2,TRUE
12/19/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,2,3,2,0,0,5,TRUE
12/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,6,TRUE
12/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,3,TRUE
12/22/2017,Precipitation,Clear,Clear,Clear,UNK,NA,NA,NA,0,2,0,3,29.94,3,TRUE
12/23/2017,Rain,Rain,Rain,Rain,Light,Light,Moderate,Light,0,0,0,0,250.86,0,FALSE
12/24/2017,Precipitation,Clear,Clear,Clear,UNK,NA,NA,NA,0,0,0,0,99.88,0,FALSE
12/25/2017,Rain,Precipitation,Precipitation,Clear,Light,UNK,UNK,NA,0,0,0,0,100.32,0,FALSE
12/26/2017,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,0,0,0,29.97,0,FALSE
12/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
12/28/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,2,0,169.81,1,TRUE
12/29/2017,Clear,Clear,Precipitation,Precipitation,NA,NA,UNK,UNK,0,0,0,0,189.71,0,FALSE
12/30/2017,Clear,Clear,Snow,Fog,NA,NA,Light,Moderate,0,0,0,0,0.06,0,FALSE
12/31/2017,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,0,0,0,2,0,2,TRUE
1/1/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/2/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,2,TRUE
1/3/2018,Precipitation,Clear,Precipitation,Precipitation,UNK,NA,UNK,UNK,0,2,0,0,169.78,3,TRUE
1/4/2018,Snow,Snow,Snow,Snow,Light,Light,Light,Light,0,0,0,0,30.03,0,FALSE
1/5/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,0,4,TRUE
1/6/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/7/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,0,0,0,0,1,TRUE
1/8/2018,Clear,Clear,Precipitation,Snow,NA,NA,UNK,Light,0,3,0,0,29.85,1,TRUE
1/9/2018,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,3,2,0,49.95,2,TRUE
1/10/2018,Clear,Clear,Clear,Precipitation,NA,NA,NA,UNK,0,2,0,0,29.73,2,TRUE
1/11/2018,Clear,Clear,Precipitation,Fog,NA,NA,UNK,Moderate,2,0,3,0,29.97,3,TRUE
1/12/2018,Rain,Fog,Rain,Rain,Light,Severe,Light,Light,3,0,2,0,170.34,2,TRUE
